Date,Adj Return Delta 1,CDS Premium,CDS Spread,CDS Premium Change Delta 1,Riskfree,Riskfree_change,Levered_FCF_1_year,Perpetuity_Growth,PER,PBR
2013-08-23,0.007758665014941866,0.0076285,0.0009969999999999998,-1.4300000000000068,0.0003,0.009289098590804411,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-08-26,-0.0025114794476737727,0.007481,0.0005,-1.4749999999999943,0.0004,0.001184693895223739,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-08-27,-0.009492173041666824,0.0077745,0.0004989999999999994,2.9350000000000023,0.0005,0.009192757724618961,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-08-28,-0.0032300566461422606,0.0077775000000000006,0.0004989999999999994,0.030000000000001137,0.0003,-0.0054111413059253575,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-08-29,0.007338614395782242,0.007645999999999999,0.0004980000000000004,-1.315000000000012,0.0002,0.004941767910779047,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-08-30,-0.00486361831548775,0.007616500000000001,0.0004989999999999994,-0.2949999999999875,0.0003,0.0016418439245838952,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-09-03,-0.008204903222992142,0.007678,0.000497999999999999,0.6149999999999949,0.0002,-0.012261412752044164,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-09-04,0.0008995810437056833,0.0076295,0.000499000000000001,-0.48499999999999943,0.0002,-0.0030889890310101392,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-09-05,-0.014141066178324259,0.007776999999999999,0.0004980000000000004,1.4749999999999943,0.0002,-0.00908445167008627,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-09-06,0.016697058287712244,0.007742499999999999,0.0004989999999999994,-0.34499999999999886,0.0002,0.0026382075500964186,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-09-09,0.023861282529707845,0.00748,0.0005,-2.625,0.0002,0.004302109885806822,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-09-10,0.0019515866647777291,0.007511499999999999,0.0004989999999999994,0.3149999999999977,0.0002,-0.005740269289965787,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-09-11,0.0026185764065943047,0.007447499999999999,0.0004989999999999994,-0.6400000000000006,0.0002,0.004547094109630575,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-09-12,-0.005514012614144076,0.00734,0.0005,-1.0749999999999886,0.0001,0.0021466913431633337,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-09-13,0.0014820370588455411,0.007476999999999999,0.0005,1.3699999999999903,0.0001,0.0011906180713549314,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-09-16,0.021251417884471192,0.007297499999999999,0.0006670000000000002,-1.7950000000000017,0.0002,0.00023795360017103635,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-09-17,-0.0018473221700612374,0.007181,0.0005,-1.164999999999992,0.0001,0.003799577119221982,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-09-18,0.01981154688023704,0.0066915,0.0006769999999999997,-4.894999999999996,0.0001,0.012249858717127885,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-09-19,0.0003883408733507071,0.0064505,0.0005029999999999994,-2.410000000000011,0.0001,-0.003988275081283952,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-09-20,-0.023043531853767275,0.006624,0.0005020000000000003,1.7349999999999994,0.0001,-0.009447401396048142,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-09-23,0.001918800862753571,0.006589,0.0005020000000000003,-0.3499999999999943,0.0002,0.0016597514183644708,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-09-24,-0.008563256784854804,0.006487000000000001,0.0005019999999999996,-1.019999999999996,0.0002,0.008022695224975694,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-09-25,0.001598875681478845,0.006587000000000001,0.0005019999999999996,1.0,0.0002,0.004689340363386121,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-09-26,0.006832035794943784,0.006447499999999999,0.0005029999999999994,-1.3950000000000102,0.0002,-0.003514942107444497,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-09-27,-0.0077647601898661,0.006502,0.0005020000000000003,0.5450000000000017,0.0002,0.0023446669592540547,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-09-30,-0.012536401419319684,0.006588500000000001,0.0004289999999999999,0.8650000000000091,0.0002,-0.0004684938010262312,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-10-01,0.008798514458199047,0.0064845,0.0003670000000000009,-1.0400000000000063,0.0002,-0.0028155814001636324,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-10-02,0.013616012550252436,0.0062875,0.0005030000000000001,-1.9699999999999989,0.0002,0.002112428904299272,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-10-03,-0.01871062541323719,0.006456,0.0005019999999999996,1.6850000000000023,0.0003,0.0011716462968907578,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-10-04,0.002617436943150423,0.0062875,0.0005030000000000001,-1.6850000000000023,0.0003,-0.003519065215195732,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-10-07,0.012590885355877646,0.0063865,0.0005029999999999994,0.990000000000002,0.0003,0.0028162421805255243,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-10-08,-0.013462820421082402,0.006453,0.0005020000000000003,0.6649999999999991,0.0005,0.00046860356996217197,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-10-09,0.001475228309959127,0.0063844999999999996,0.0005030000000000001,-0.6850000000000023,0.0005,-0.002110447494545982,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-10-10,0.023112680572475924,0.0062335,0.0005029999999999994,-1.509999999999998,0.0005,-0.0035273405179684107,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-10-11,0.008085065822393028,0.0059,0.0005040000000000006,-3.335000000000001,0.0008,0.0011771631730148311,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-10-14,0.002141340722781705,0.00586,0.0005,-0.3999999999999986,0.0008,-0.004480611198395035,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-10-15,-0.0025308579305216737,0.00589,0.0005039999999999999,0.29999999999999716,0.0014000000000000002,-0.00047281324757889097,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-10-16,0.020893898999550672,0.0056535,0.0005050000000000005,-2.365000000000002,0.001,0.006129203534985935,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-10-17,0.008993660275498123,0.005302,0.0005059999999999995,-3.5149999999999935,0.0005,0.00889102721708601,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-10-18,-0.0037272862059559296,0.004987,0.0005079999999999999,-3.1500000000000057,0.0004,-0.000465983233035891,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-10-21,-0.007878556969208306,0.00519,0.0005060000000000003,2.030000000000001,0.0004,-0.0028004685747078494,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-10-22,0.018830572641318925,0.005093,0.0005060000000000003,-0.9699999999999989,0.0004,0.009536064821339183,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-10-23,-0.005964944411739992,0.005292,0.0005060000000000003,1.990000000000002,0.0004,0.003466207976486329,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-10-24,0.010648627554451229,0.0053219999999999995,0.0005060000000000003,0.29999999999999716,0.0003,-0.0030033521478109513,346.55321875000004,0.02,45.13571440625,9.0804950625
2013-10-25,-0.004997014302117071,0.0051259999999999995,0.0005060000000000003,-1.9600000000000009,0.0004,0.0020802041477954846,340.35803125,0.02,41.27946025,8.265621875
2013-10-28,-0.013554309866923395,0.0052575,0.0005050000000000005,1.3150000000000048,0.0004,-0.0009240009897419186,340.35803125,0.02,41.27946025,8.265621875
2013-10-29,-0.00553688807878842,0.0052915,0.0005049999999999997,0.3399999999999963,0.0004,0.0002310803014327367,340.35803125,0.02,41.27946025,8.265621875
2013-10-30,-0.0052476053084847445,0.0053605,0.0005050000000000005,0.6899999999999977,0.0004,-0.0020816475656163292,340.35803125,0.02,41.27946025,8.265621875
2013-10-31,-0.008440309511511371,0.0053265,0.0005049999999999997,-0.3399999999999963,0.0004,-0.0011583460115994746,340.35803125,0.02,41.27946025,8.265621875
2013-11-01,0.01317734691078216,0.005292,0.0005060000000000003,-0.34499999999999886,0.0004,-0.007912538373259236,340.35803125,0.02,41.27946025,8.265621875
2013-11-04,0.0033147713319019233,0.0053065,0.000475,0.14499999999999602,0.0005,0.0016341780221346967,340.35803125,0.02,41.27946025,8.265621875
2013-11-05,-0.012230789680982632,0.0054925,0.0005050000000000005,1.8599999999999994,0.0005,-0.007492425590502546,340.35803125,0.02,41.27946025,8.265621875
2013-11-06,0.006101971255556107,0.0055935,0.0005050000000000005,1.0100000000000051,0.0005,0.0009396289157390744,340.35803125,0.02,41.27946025,8.265621875
2013-11-07,-0.0053931464609869705,0.0056435,0.0005050000000000005,0.5,0.0005,0.004451219719137524,340.35803125,0.02,41.27946025,8.265621875
2013-11-08,-0.014984218092152439,0.0056240000000000005,0.0005039999999999999,-0.19500000000000028,0.0006,-0.014598799421152636,340.35803125,0.02,41.27946025,8.265621875
2013-11-11,-0.003470274946629183,0.00561,0.0005,-0.14000000000000057,0.0006,-0.002137006630677316,340.35803125,0.02,41.27946025,8.265621875
2013-11-12,-0.017732575950520503,0.005786,0.0005039999999999999,1.759999999999998,0.0008,0.00023767082702484075,340.35803125,0.02,41.27946025,8.265621875
2013-11-13,0.007241874698636915,0.005956,0.0005039999999999999,1.7000000000000028,0.0008,0.0033214739907202005,340.35803125,0.02,41.27946025,8.265621875
2013-11-14,0.015775274414965824,0.005795000000000001,0.0005039999999999999,-1.6099999999999994,0.0008,0.004490141066324739,340.35803125,0.02,41.27946025,8.265621875
2013-11-15,0.009620954709504038,0.0057125,0.0005049999999999997,-0.8250000000000028,0.0008,0.0,340.35803125,0.02,41.27946025,8.265621875
2013-11-18,-0.007124996446967632,0.0057735,0.0005049999999999997,0.6099999999999994,0.0009,0.003530661546889703,340.35803125,0.02,41.27946025,8.265621875
2013-11-19,-0.0021013918826576546,0.00592,0.0005039999999999999,1.4650000000000034,0.0008,-0.00400235966884323,340.35803125,0.02,41.27946025,8.265621875
2013-11-20,-0.013700908767201798,0.005954,0.0005039999999999999,0.3399999999999963,0.0008,-0.010910924181874462,340.35803125,0.02,41.27946025,8.265621875
2013-11-21,0.0042558346294989495,0.005887,0.0005039999999999999,-0.6700000000000017,0.0007000000000000001,0.0019061239986193047,340.35803125,0.02,41.27946025,8.265621875
2013-11-22,-0.007393075561974024,0.0059770000000000005,0.0005039999999999999,0.9000000000000057,0.0007000000000000001,0.004749474613116792,340.35803125,0.02,41.27946025,8.265621875
2013-11-25,-0.00495990100593904,0.0057895,0.0005050000000000005,-1.875,0.0008,0.0004737091514448883,340.35803125,0.02,41.27946025,8.265621875
2013-11-26,0.00863008513430686,0.005786,0.0005039999999999999,-0.035000000000003695,0.0007000000000000001,0.00566707537932759,340.35803125,0.02,41.27946025,8.265621875
2013-11-27,0.01060081416348337,0.005789,0.0005039999999999999,0.030000000000001137,0.0007000000000000001,-0.003774479593203634,340.35803125,0.02,41.27946025,8.265621875
2013-11-29,-0.012467686409606736,0.005789,0.0005039999999999999,0.0,0.0006,0.0,340.35803125,0.02,41.27946025,8.265621875
2013-12-02,-0.006763212888183632,0.005786,0.0005039999999999999,-0.030000000000001137,0.0005,-0.007353846448607788,340.35803125,0.02,41.27946025,8.265621875
2013-12-03,0.0002020587168618208,0.0057385,0.0010089999999999997,-0.4750000000000014,0.0006,0.003090457707556805,340.35803125,0.02,41.27946025,8.265621875
2013-12-04,0.0032855127775445873,0.005735499999999999,0.0010089999999999997,-0.030000000000001137,0.0006,-0.007863736460214576,340.35803125,0.02,41.27946025,8.265621875
2013-12-05,0.009595035588124613,0.005952000000000001,0.0007,2.1650000000000063,0.0006,-0.0014364378816559135,340.35803125,0.02,41.27946025,8.265621875
2013-12-06,0.012848519841349533,0.005986,0.0005039999999999999,0.3399999999999963,0.0006,-0.0004792715164829524,340.35803125,0.02,41.27946025,8.265621875
2013-12-09,0.006459831714710802,0.0057795,0.0009270000000000003,-2.0649999999999977,0.0007000000000000001,0.0031111668029126767,340.35803125,0.02,41.27946025,8.265621875
2013-12-10,-0.004040723760396814,0.0055845,0.0005049999999999997,-1.9500000000000028,0.0007000000000000001,0.007142887512380204,340.35803125,0.02,41.27946025,8.265621875
2013-12-11,-0.017657504702494952,0.005787,0.0005039999999999999,2.0249999999999986,0.0007000000000000001,-0.005710222510884326,340.35803125,0.02,41.27946025,8.265621875
2013-12-12,-0.013854974537508925,0.005921,0.0005039999999999999,1.3400000000000034,0.0007000000000000001,-0.0016716421803126833,340.35803125,0.02,41.27946025,8.265621875
2013-12-13,0.021733959342879937,0.005788000000000001,0.0005039999999999999,-1.3299999999999983,0.0007000000000000001,0.0028639637714289396,340.35803125,0.02,41.27946025,8.265621875
2013-12-16,0.004277802072213144,0.005553499999999999,0.0005050000000000005,-2.345000000000006,0.0007000000000000001,-0.0021472034970444996,340.35803125,0.02,41.27946025,8.265621875
2013-12-17,0.0020986695785964286,0.0055525,0.0005049999999999997,-0.00999999999999801,0.0007000000000000001,-0.007672058729594733,340.35803125,0.02,41.27946025,8.265621875
2013-12-18,0.016056779500746732,0.0051515,0.0005070000000000001,-4.009999999999998,0.0007000000000000001,-0.004583291101283498,340.35803125,0.02,41.27946025,8.265621875
2013-12-19,-0.0069238885781740854,0.0052305,0.0005070000000000001,0.7899999999999991,0.0006,-0.00048367594655147114,340.35803125,0.02,41.27946025,8.265621875
2013-12-20,0.004599896168691271,0.0052829999999999995,0.0005060000000000003,0.5249999999999986,0.0007000000000000001,0.006990506953261959,340.35803125,0.02,41.27946025,8.265621875
2013-12-23,-0.004860113462058016,0.0051354999999999994,0.0005070000000000001,-1.4750000000000014,0.0007000000000000001,-0.005057205239445936,340.35803125,0.02,41.27946025,8.265621875
2013-12-24,0.0010389978537920879,0.0051875,0.0005069999999999993,0.5200000000000031,0.0007000000000000001,-0.005811154367794659,340.35803125,0.02,41.27946025,8.265621875
2013-12-26,0.0007134888257196785,0.005229999999999999,0.0005,0.42499999999999716,0.0007000000000000001,-0.0014580804527337123,340.35803125,0.02,41.27946025,8.265621875
2013-12-27,-0.0065699973200735165,0.005291,0.0008600000000000002,0.6099999999999994,0.0007000000000000001,-0.0017037852484724338,340.35803125,0.02,41.27946025,8.265621875
2013-12-30,0.00117384567230661,0.00512,0.0005059999999999995,-1.7099999999999937,0.0007000000000000001,0.003890109452288718,340.35803125,0.02,41.27946025,8.265621875
2013-12-31,-0.008116309519320252,0.0051465,0.0005070000000000001,0.26500000000000057,0.0007000000000000001,-0.0036465337599385066,340.35803125,0.02,41.27946025,8.265621875
2014-01-02,-0.000459885854387357,0.0051875,0.0005069999999999993,0.4099999999999966,0.0007000000000000001,0.002432499375061417,340.35803125,0.02,41.27946025,8.265621875
2014-01-03,0.012155398119903928,0.00532,0.0008419999999999994,1.3250000000000028,0.0007000000000000001,-0.0007291287235161682,340.35803125,0.02,41.27946025,8.265621875
2014-01-06,0.006732686008588518,0.005174499999999999,0.0005070000000000001,-1.4550000000000054,0.0005,0.0038825576556660454,340.35803125,0.02,41.27946025,8.265621875
2014-01-07,-0.0007098984416193196,0.0052085000000000005,0.0006789999999999999,0.3400000000000034,0.0004,0.0021773324193980347,340.35803125,0.02,41.27946025,8.265621875
2014-01-08,-0.0034279580734896523,0.005285,0.00085,0.7650000000000006,0.0005,-0.004116726966670936,340.35803125,0.02,41.27946025,8.265621875
2014-01-09,-0.0009725758820505658,0.005313,0.0005780000000000001,0.28000000000000114,0.0004,0.00435836040991501,340.35803125,0.02,41.27946025,8.265621875
2014-01-10,0.00968075508345471,0.0051909999999999994,0.0005059999999999995,-1.220000000000006,0.0005,0.010574479693466067,340.35803125,0.02,41.27946025,8.265621875
2014-01-13,-0.0034096263827912716,0.0053885,0.00045700000000000005,1.9750000000000014,0.0003,0.002864647459108096,340.35803125,0.02,41.27946025,8.265621875
2014-01-14,0.006871860510320053,0.0052865,0.0008030000000000001,-1.019999999999996,0.0004,-0.0033428875447415363,340.35803125,0.02,41.27946025,8.265621875
2014-01-15,0.005998584243933064,0.005278,0.0006719999999999999,-0.08500000000000085,0.0004,-0.0009571668593897087,340.35803125,0.02,41.27946025,8.265621875
2014-01-16,0.001398450415477185,0.0054765000000000005,0.0005049999999999997,1.9849999999999994,0.0004,0.004300054404131295,340.35803125,0.02,41.27946025,8.265621875
2014-01-17,-0.004392987732374722,0.0054564999999999995,0.0005050000000000005,-0.20000000000000284,0.0005,0.001667262503639284,340.35803125,0.02,41.27946025,8.265621875
2014-01-21,0.007627947799396004,0.005559000000000001,0.0005059999999999995,1.0250000000000057,0.0004,0.0007136910021026858,340.35803125,0.02,41.27946025,8.265621875
2014-01-22,-0.002853866270963566,0.005722,0.0005039999999999999,1.6299999999999955,0.0004,-0.00261936094518315,340.35803125,0.02,41.27946025,8.265621875
2014-01-23,-0.008482098761002081,0.005872,0.0005039999999999999,1.5,0.0004,0.009492240232945131,340.35803125,0.02,41.27946025,8.265621875
2014-01-24,-0.01901020828774222,0.0060915,0.0005030000000000001,2.1950000000000003,0.0004,0.004007076663979617,340.35803125,0.02,41.27946025,8.265621875
2014-01-27,-0.008259150801524147,0.0061270000000000005,0.000686,0.355000000000004,0.0005,-0.003770921272635323,340.35803125,0.02,41.27946025,8.265621875
2014-01-28,0.0007893755492936348,0.00599,0.0005039999999999999,-1.3700000000000045,0.0005,0.002122892647719017,340.35803125,0.02,41.27946025,8.265621875
2014-01-29,-0.00944944392138792,0.00629,0.0005019999999999996,3.0,0.0004,0.006575880906156959,340.35803125,0.02,41.27946025,8.265621875
2014-01-30,0.015351241044415745,0.0060885,0.0005030000000000001,-2.0150000000000006,0.0002,-0.0016399207142512927,340.35803125,0.02,41.27946025,8.265621875
2014-01-31,0.01228139252324382,0.0062895,0.0005029999999999994,2.010000000000005,0.0002,0.0023419214450811246,402.0781875,0.02,38.486405796875,8.21411121875
2014-02-03,-0.02392130863461117,0.006490000000000001,0.0005019999999999996,2.0050000000000026,0.0005,0.009776614184616991,402.0781875,0.02,38.486405796875,8.21411121875
2014-02-04,0.014643005300684749,0.006287,0.0007039999999999999,-2.0300000000000082,0.0006,-0.005574927330916871,402.0781875,0.02,38.486405796875,8.21411121875
2014-02-05,0.003383864243317255,0.0063655000000000005,0.0006590000000000003,0.7850000000000037,0.0007000000000000001,-0.005606181466598488,402.0781875,0.02,38.486405796875,8.21411121875
2014-02-06,0.008989672468631117,0.006049499999999999,0.0008449999999999996,-3.1600000000000037,0.0007000000000000001,-0.0028149209298096727,402.0781875,0.02,38.486405796875,8.21411121875
2014-02-07,0.010566921153803716,0.0058115,0.0005049999999999997,-2.3799999999999955,0.0008,0.0021119332031435513,402.0781875,0.02,38.486405796875,8.21411121875
2014-02-10,0.008689986056167444,0.005571,0.0006379999999999996,-2.405000000000001,0.0007000000000000001,-0.0002344391055163947,402.0781875,0.02,38.486405796875,8.21411121875
2014-02-11,0.0054166892576326875,0.005483,0.0005060000000000003,-0.8800000000000026,0.0005,-0.0032879315669893106,402.0781875,0.02,38.486405796875,8.21411121875
2014-02-12,-6.335211434406624e-05,0.005585499999999999,0.0005050000000000005,1.0249999999999986,0.0005,-0.004479554820654837,402.0781875,0.02,38.486405796875,8.21411121875
2014-02-13,0.004989877099991293,0.005451,0.0008619999999999997,-1.3449999999999989,0.0003,0.0056550574833450565,402.0781875,0.02,38.486405796875,8.21411121875
2014-02-14,0.009155494328072963,0.005386999999999999,0.0005059999999999995,-0.6400000000000006,0.0002,-0.0007051357678467333,402.0781875,0.02,38.486405796875,8.21411121875
2014-02-18,0.0004994375604932045,0.0053035,0.0005830000000000005,-0.8350000000000009,0.0005,0.0030520037776622542,402.0781875,0.02,38.486405796875,8.21411121875
2014-02-19,-0.0005615676317798575,0.005337,0.0005059999999999995,0.33500000000000085,0.0006,-0.0025818580238213614,402.0781875,0.02,38.486405796875,8.21411121875
2014-02-20,-0.0016246775490785883,0.0053365,0.0008649999999999999,-0.0049999999999954525,0.0005,-0.0018819106942033197,402.0781875,0.02,38.486405796875,8.21411121875
2014-02-21,-0.0022535809670501564,0.0050885,0.0005070000000000001,-2.480000000000004,0.0005,0.002821539609942316,402.0781875,0.02,38.486405796875,8.21411121875
2014-02-24,0.002191096186019399,0.0050345,0.0008509999999999998,-0.5399999999999991,0.0005,-0.0018801415644233853,402.0781875,0.02,38.486405796875,8.21411121875
2014-02-25,-0.003445174575788008,0.005085,0.0005060000000000003,0.5050000000000026,0.0005,0.0058637437861456245,402.0781875,0.02,38.486405796875,8.21411121875
2014-02-26,0.010610920335157401,0.005085,0.0005060000000000003,0.0,0.0005,0.003501812846588804,402.0781875,0.02,38.486405796875,8.21411121875
2014-02-27,-0.004230996708835534,0.0050835,0.0005070000000000001,-0.015000000000000568,0.0004,0.004186052624313217,402.0781875,0.02,38.486405796875,8.21411121875
2014-02-28,0.0056578711206952265,0.0050845,0.0005070000000000001,0.00999999999999801,0.0005,-0.00046425256172739904,402.0781875,0.02,38.486405796875,8.21411121875
2014-03-03,0.0040219326882405095,0.005102000000000001,0.0006800000000000004,0.17500000000000426,0.0005,0.004401721458893488,402.0781875,0.02,38.486405796875,8.21411121875
2014-03-04,0.01483338447588912,0.005007,0.0006900000000000006,-0.9500000000000028,0.0005,-0.009289430479481782,402.0781875,0.02,38.486405796875,8.21411121875
2014-03-05,-0.0015222041052728923,0.0051345,0.0009490000000000002,1.2749999999999986,0.0006,-0.0002333450016421632,402.0781875,0.02,38.486405796875,8.21411121875
2014-03-06,-0.003296168725847566,0.005000999999999999,0.00037000000000000027,-1.3350000000000009,0.0005,-0.004678371106100725,402.0781875,0.02,38.486405796875,8.21411121875
2014-03-07,-0.011436315827660271,0.005154,0.0006780000000000001,1.5300000000000011,0.0006,-0.004464817662578046,402.0781875,0.02,38.486405796875,8.21411121875
2014-03-10,-0.005021562588597072,0.005078,0.0008659999999999997,-0.759999999999998,0.0005,0.0002354880500697971,402.0781875,0.02,38.486405796875,8.21411121875
2014-03-11,0.007307017174667457,0.005186,0.0003039999999999999,1.0799999999999983,0.0005,0.002116900708209088,402.0781875,0.02,38.486405796875,8.21411121875
2014-03-12,0.0011715556360543946,0.0054505000000000005,0.0005050000000000005,2.645000000000003,0.0005,0.005155858620870677,402.0781875,0.02,38.486405796875,8.21411121875
2014-03-13,-0.0032715034491322312,0.0053635,0.0005549999999999997,-0.8700000000000045,0.0005,0.008611713875177443,402.0781875,0.02,38.486405796875,8.21411121875
2014-03-14,-0.004151143578895714,0.0054365,0.001011,0.730000000000004,0.0005,0.0011580777206276467,402.0781875,0.02,38.486405796875,8.21411121875
2014-03-17,0.010192139308672387,0.005435499999999999,0.001011,-0.010000000000005116,0.0006,-0.0051056040357001726,402.0781875,0.02,38.486405796875,8.21411121875
2014-03-18,0.004598698504864706,0.00534,0.00101,-0.9549999999999983,0.0005,-0.0051056040357001726,402.0781875,0.02,38.486405796875,8.21411121875
2014-03-19,-0.023708387182643613,0.0050490000000000005,0.0008520000000000003,-2.9099999999999966,0.0006,-0.006067696562424988,402.0781875,0.02,38.486405796875,8.21411121875
2014-03-20,0.004313304084463582,0.0052899999999999996,0.0005060000000000003,2.4099999999999966,0.0006,0.00046805523906213526,402.0781875,0.02,38.486405796875,8.21411121875
2014-03-21,0.0059072995574028855,0.00509,0.0005060000000000003,-2.0,0.0006,-0.006808337133645289,402.0781875,0.02,38.486405796875,8.21411121875
2014-03-24,-0.005907299557402881,0.0051755,0.0005009999999999998,0.855000000000004,0.0006,0.003292571177765688,402.0781875,0.02,38.486405796875,8.21411121875
2014-03-25,0.009806069540226153,0.005332,0.0006799999999999997,1.5649999999999977,0.0005,-0.00023482446978875235,402.0781875,0.02,38.486405796875,8.21411121875
2014-03-26,-0.014933754777363318,0.005365999999999999,0.0007100000000000001,0.3399999999999963,0.0005,0.003984535917435729,402.0781875,0.02,38.486405796875,8.21411121875
2014-03-27,0.011655051989337972,0.005033,0.0010140000000000001,-3.3299999999999983,0.0004,0.004667453047495242,402.0781875,0.02,38.486405796875,8.21411121875
2014-03-28,0.015250475148308434,0.005388,0.0003039999999999999,3.5500000000000043,0.0004,-0.005135398774330791,402.0781875,0.02,38.486405796875,8.21411121875
