Date,Open,High,Low,Close,Adj Close,Volume
1993-12-14,20.883219,20.883219,20.651182,20.883219,4.303133,7717345
1993-12-15,20.883219,20.883219,20.651182,20.883219,4.303133,1833877
1993-12-16,20.883219,20.999237,20.767200,20.883219,4.303133,624688
1993-12-17,20.883219,20.883219,20.767200,20.767200,4.279222,490765
1993-12-20,20.767200,20.883219,20.767200,20.883219,4.303133,546144
1993-12-21,20.767200,20.883219,20.651182,20.767200,4.279222,311482
1993-12-22,20.767200,20.883219,20.767200,20.883219,4.303133,274958
1993-12-23,20.883219,20.883219,20.767200,20.883219,4.303133,147391
1993-12-27,20.883219,20.883219,20.767200,20.767200,4.279222,164307
1993-12-28,20.767200,20.883219,20.767200,20.883219,4.303133,283577
1993-12-29,20.883219,20.999237,20.767200,20.883219,4.303133,256534
1993-12-30,20.999237,20.999237,20.883219,20.883219,4.303133,153856
1993-12-31,20.883219,20.999237,20.767200,20.999237,4.327037,200939
1994-01-03,20.883219,20.999237,20.883219,20.883219,4.303133,312236
1994-01-04,20.999237,20.999237,20.883219,20.999237,4.327037,236494
1994-01-05,20.883219,21.115255,20.883219,20.883219,4.303133,240157
1994-01-06,20.883219,20.999237,20.883219,20.883219,4.303133,150623
1994-01-07,20.999237,21.115255,20.883219,21.115255,4.350943,312775
1994-01-10,21.115255,21.463308,20.999237,21.347290,4.398754,436247
1994-01-11,21.231274,21.811361,21.231274,21.579327,4.446568,514684
1994-01-12,21.695345,21.695345,21.579327,21.579327,4.446568,364276
1994-01-13,21.579327,21.927380,21.579327,21.927380,4.518287,420517
1994-01-14,21.927380,22.043398,21.579327,21.811361,4.494380,417177
1994-01-17,21.927380,21.927380,21.695345,21.811361,4.494380,165707
1994-01-18,21.695345,21.927380,21.695345,21.927380,4.518287,343482
1994-01-19,21.811361,21.811361,21.695345,21.811361,4.494380,256426
1994-01-20,21.811361,21.927380,21.695345,21.927380,4.518287,220548
1994-01-21,21.811361,22.043398,21.695345,21.927380,4.518287,252871
1994-01-24,21.811361,21.927380,21.695345,21.695345,4.470475,362875
1994-01-25,21.579327,21.927380,21.579327,21.927380,4.518287,267416
1994-01-26,22.043398,22.507469,22.043398,22.275433,4.590004,852886
1994-01-27,22.391451,22.855522,22.275433,22.739506,4.685630,593443
1994-01-28,22.739506,22.855522,22.507469,22.855522,4.709536,455210
1994-01-31,22.855522,22.855522,22.623487,22.739506,4.685630,377743
1994-02-01,22.855522,23.203577,22.739506,23.203577,4.781258,472125
1994-02-02,23.203577,23.203577,22.971540,23.087559,4.757350,236494
1994-02-03,23.203577,23.435612,22.971540,23.087559,4.757350,1557088
1994-02-04,23.087559,23.087559,22.391451,22.623487,4.661723,623719
1994-02-07,22.623487,22.855522,22.391451,22.739506,4.685630,437433
1994-02-08,22.855522,23.203577,22.855522,23.203577,4.781258,820671
1994-02-09,23.087559,23.203577,22.855522,22.971540,4.733442,510051
1994-02-10,22.971540,23.087559,22.507469,22.855522,4.709536,1031307
1994-02-11,22.971540,23.551630,22.971540,23.435612,4.829070,284978
1994-02-14,23.435612,24.131720,23.435612,23.783667,4.900787,1028397
1994-02-15,23.899685,24.015701,23.203577,23.551630,4.852975,1524011
1994-02-16,23.551630,23.783667,23.435612,23.783667,4.900787,334000
1994-02-17,23.667648,24.015701,23.667648,24.015701,4.948602,340249
1994-02-18,23.899685,24.015701,23.551630,24.015701,4.948602,334970
1994-02-22,23.899685,24.247738,23.899685,24.131720,4.972505,277974
1994-02-23,24.247738,24.479773,24.015701,24.479773,5.044228,407373
1994-02-24,24.479773,24.711809,24.247738,24.711809,5.092036,326243
1994-02-25,24.595791,24.711809,24.363754,24.595791,5.068131,279052
1994-02-28,24.595791,24.595791,23.899685,23.899685,4.924694,276251
1994-03-01,23.667648,24.363754,23.667648,24.247738,4.996415,600877
1994-03-02,23.899685,24.363754,23.667648,24.363754,5.020319,316007
1994-03-03,24.479773,24.479773,23.899685,24.131720,4.972505,367616
1994-03-04,24.131720,24.479773,23.899685,24.131720,4.972505,326566
1994-03-07,24.131720,24.595791,24.131720,24.595791,5.068131,288964
1994-03-08,24.595791,24.595791,24.479773,24.479773,5.044228,241558
1994-03-09,24.479773,24.943846,24.363754,24.595791,5.068131,270756
1994-03-10,24.711809,25.059862,24.595791,24.595791,5.068131,349407
1994-03-11,24.711809,25.291899,24.595791,25.059862,5.163756,317623
1994-03-14,25.059862,25.291899,24.943846,25.175880,5.187661,227012
1994-03-15,25.175880,25.523933,24.827827,25.291899,5.211570,266338
1994-03-16,25.523933,25.871988,25.291899,25.523933,5.259386,243174
1994-03-17,25.523933,25.639952,24.827827,24.827827,5.115943,282500
1994-03-18,24.827827,25.639952,24.827827,25.639952,5.283288,282069
1994-03-21,25.639952,25.871988,25.407915,25.523933,5.259386,138772
1994-03-22,25.523933,25.523933,24.943846,25.523933,5.351822,213760
1994-03-23,25.523933,25.988007,25.523933,25.988007,5.449128,440665
1994-03-24,25.988007,25.988007,25.407915,25.755970,5.400474,181438
1994-03-25,25.639952,25.988007,25.523933,25.755970,5.400474,325165
1994-03-28,25.639952,25.639952,24.711809,24.711809,5.181536,212144
1994-03-29,24.711809,24.711809,23.899685,24.015701,5.035580,482792
1994-03-30,23.435612,24.015701,22.275433,24.015701,5.035580,314283
1994-03-31,24.015701,24.247738,23.667648,23.783667,4.986927,207942
1994-04-04,22.275433,24.015701,21.927380,23.203577,4.865294,224750
1994-04-05,23.435612,24.015701,23.435612,23.783667,4.986927,198676
1994-04-06,24.015701,24.363754,23.551630,24.131720,5.059905,320963
1994-04-07,24.131720,24.131720,24.015701,24.015701,5.035580,177559
1994-04-08,24.131720,24.131720,23.899685,24.015701,5.035580,116038
1994-04-11,24.015701,24.015701,23.783667,24.015701,5.035580,174219
1994-04-12,24.015701,24.015701,23.783667,24.015701,5.035580,153640
1994-04-13,24.015701,24.015701,23.783667,23.899685,5.011251,122179
1994-04-14,24.015701,24.363754,23.899685,24.363754,5.108557,173896
1994-04-15,24.247738,24.247738,23.783667,23.899685,5.011251,95890
1994-04-18,24.015701,24.247738,23.783667,24.131720,5.059905,83931
1994-04-19,24.247738,24.247738,23.899685,24.015701,5.035580,106018
1994-04-20,24.131720,24.131720,23.783667,23.899685,5.011251,78113
1994-04-21,24.015701,24.247738,23.783667,23.899685,5.011251,83069
1994-04-22,24.015701,24.247738,23.551630,23.667648,4.962595,152778
1994-04-25,23.783667,23.899685,23.667648,23.783667,4.986927,180683
1994-04-26,23.899685,24.015701,23.783667,23.783667,4.986927,148576
1994-04-28,23.783667,24.015701,23.783667,24.015701,5.035580,136617
1994-04-29,24.015701,24.827827,23.899685,24.827827,5.205866,148468
1994-05-02,24.827827,25.523933,24.827827,25.291899,5.303169,90611
1994-05-03,25.291899,25.407915,24.711809,24.827827,5.205866,117547
1994-05-04,25.059862,25.175880,24.247738,24.595791,5.157210,109897
1994-05-05,24.595791,25.291899,24.595791,25.291899,5.303169,155903
1994-05-06,25.407915,25.523933,24.943846,25.523933,5.351822,106449
1994-05-09,25.523933,25.871988,24.943846,25.523933,5.351822,95567
1994-05-10,25.291899,25.871988,25.291899,25.755970,5.400474,89103
1994-05-11,25.755970,25.755970,25.059862,25.059862,5.254516,111405
1994-05-12,25.175880,25.639952,25.059862,25.523933,5.351822,87056
1994-05-13,25.755970,25.755970,24.943846,25.291899,5.303169,70140
1994-05-16,25.175880,25.407915,25.175880,25.407915,5.327496,158273
1994-05-17,25.407915,25.523933,25.175880,25.523933,5.351822,154933
1994-05-18,25.523933,25.639952,25.175880,25.523933,5.351822,168832
1994-05-19,25.523933,25.639952,25.291899,25.639952,5.376147,86301
1994-05-20,25.407915,25.639952,25.407915,25.523933,5.351822,95890
1994-05-23,25.639952,25.755970,25.523933,25.755970,5.400474,187256
1994-05-24,25.871988,25.871988,25.523933,25.755970,5.400474,203632
1994-05-25,25.639952,25.871988,25.639952,25.871988,5.424802,169586
1994-05-26,25.755970,25.755970,25.523933,25.639952,5.376147,179929
1994-05-27,25.639952,25.988007,25.639952,25.755970,5.400474,87702
1994-05-31,25.871988,25.871988,25.407915,25.407915,5.327496,101708
1994-06-01,25.639952,25.639952,25.175880,25.291899,5.303169,110328
1994-06-02,25.407915,25.523933,25.175880,25.291899,5.303169,79298
1994-06-03,25.523933,25.523933,25.175880,25.523933,5.351822,48699
1994-06-06,25.639952,25.988007,25.407915,25.871988,5.424802,95998
1994-06-07,25.871988,25.988007,25.755970,25.988007,5.449128,87917
1994-06-08,25.871988,25.988007,25.755970,25.871988,5.424802,94705
1994-06-09,25.871988,25.988007,25.523933,25.523933,5.351822,161505
1994-06-10,25.523933,25.755970,25.407915,25.639952,5.376147,88672
1994-06-13,25.639952,25.988007,25.523933,25.988007,5.449128,76928
1994-06-14,25.871988,25.988007,25.639952,25.871988,5.424802,147391
1994-06-15,25.871988,25.988007,25.639952,25.639952,5.376147,125843
1994-06-16,25.871988,25.871988,25.523933,25.871988,5.424802,123257
1994-06-17,25.871988,25.988007,25.755970,25.988007,5.449128,161613
1994-06-20,25.755970,25.988007,25.755970,25.871988,5.424802,65507
1994-06-21,25.871988,25.988007,25.639952,25.988007,5.449128,88241
1994-06-22,25.871988,25.988007,25.639952,25.871988,5.424802,108173
1994-06-23,25.871988,25.871988,25.523933,25.523933,5.351822,112806
1994-06-24,25.639952,25.639952,25.059862,25.175880,5.278842,127351
1994-06-27,25.175880,25.523933,25.059862,25.175880,5.278842,83500
1994-06-28,25.175880,25.291899,24.711809,24.943846,5.230190,150731
1994-06-29,24.363754,24.595791,24.015701,24.479773,5.225239,74019
1994-06-30,24.479773,24.711809,24.247738,24.711809,5.274765,128213
1994-07-01,24.711809,24.711809,24.247738,24.363754,5.200471,103756
1994-07-05,24.479773,24.479773,23.899685,24.247738,5.175708,105156
1994-07-06,24.247738,24.247738,23.783667,23.899685,5.101416,329691
1994-07-07,24.015701,24.015701,23.667648,24.015701,5.126183,167431
1994-07-08,24.015701,24.131720,23.899685,24.131720,5.150945,70679
1994-07-11,24.131720,24.363754,24.131720,24.247738,5.175708,93520
1994-07-12,24.131720,24.595791,23.899685,24.363754,5.200471,264183
1994-07-13,24.595791,25.059862,24.363754,24.943846,5.324292,78759
1994-07-14,24.943846,25.175880,24.595791,24.827827,5.299531,239403
1994-07-15,25.059862,25.175880,24.943846,25.175880,5.373820,295536
1994-07-18,25.407915,25.871988,25.291899,25.755970,5.497643,110436
1994-07-19,25.639952,25.755970,25.407915,25.523933,5.448116,164738
1994-07-20,25.639952,25.755970,25.523933,25.639952,5.472878,113668
1994-07-21,25.639952,25.639952,25.175880,25.291899,5.398586,75635
1994-07-22,25.291899,25.523933,24.479773,24.711809,5.274765,64537
1994-07-25,24.595791,25.059862,24.595791,24.943846,5.324292,33077
1994-07-26,24.943846,24.943846,24.711809,24.711809,5.274765,59474
1994-07-27,24.943846,24.943846,24.479773,24.479773,5.225239,57965
1994-07-28,24.595791,24.711809,24.247738,24.595791,5.250000,64645
1994-07-29,24.595791,24.711809,24.247738,24.711809,5.274765,109250
1994-08-01,24.711809,24.711809,24.247738,24.711809,5.274765,147391
1994-08-02,24.711809,24.711809,24.247738,24.363754,5.200471,56026
1994-08-03,24.479773,24.595791,24.131720,24.363754,5.200471,70248
1994-08-04,24.247738,24.595791,24.131720,24.479773,5.225239,43959
1994-08-05,24.595791,24.595791,24.247738,24.479773,5.225239,36094
1994-08-08,24.479773,24.943846,24.247738,24.711809,5.274765,37925
1994-08-09,24.711809,24.943846,24.479773,24.595791,5.250000,31784
1994-08-10,24.711809,24.711809,24.247738,24.479773,5.225239,63460
1994-08-11,24.479773,24.479773,24.247738,24.363754,5.200471,69386
1994-08-12,24.479773,24.479773,24.131720,24.247738,5.175708,35447
1994-08-15,24.363754,24.363754,23.435612,24.015701,5.126183,43420
1994-08-16,24.015701,24.131720,23.667648,23.667648,5.051886,119055
1994-08-17,23.783667,23.899685,23.667648,23.899685,5.101416,59258
1994-08-18,23.899685,24.015701,23.783667,24.015701,5.126183,94382
1994-08-19,24.015701,24.015701,23.899685,24.015701,5.126183,74881
1994-08-22,24.131720,24.131720,23.783667,24.015701,5.126183,86840
1994-08-23,24.015701,24.247738,23.899685,24.015701,5.126183,86625
1994-08-24,24.131720,24.479773,24.131720,24.247738,5.175708,87379
1994-08-25,24.247738,24.479773,24.131720,24.131720,5.150945,108712
1994-08-26,24.247738,24.247738,24.015701,24.015701,5.126183,110759
